label	message
spam	$6.00 each for the print edition and one of our limited edition shirts.
ham	at the end of the night.  It's just one day after the next night, all those happy days.
ham	Nothing really, just making sure everybody's up to speed
ham	Hm good morning, headache anyone? :-)
ham	From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
ham	? I‪m not sure you‪k i can say that i would like to keep working as a freelancer or one of my clients is a freelance writer. i would like to stay
ham	Will purchase d stuff today and mail to you. Do you have a po box number?
ham	? i dunno i don't know why i did this but i am very happy to say i am the first in a long series of shows, i am one of them and I want to be a
spam	Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham	? I'm doing the work in a different role as a writer, I'm writing the art and the concept. I've been reading the comics for some years, and when I did I wanted to
spam	and save the $1 off your next order of $400 to be able to receive free replacement stickers on your next order. You will also receive a $25 off coupon for
spam	Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham	I am on the way to ur home
ham	Sos! Any amount i can get pls.
ham	, my boss is going to come along with me. I should be going, but I'm not going. I should be going, not to get back on his feet. I need to talk.
ham	? i'm just having a little trouble sleeping and wondering how much you slept in last night. i'll try to sleep tonight. i should see you late next night
ham	. As my wife and I are busy on the road, we sit quietly in the back of a train and watch the car break through the red carpet.   So when I was young,
ham	‬ ‮・I can‬ll be sitting on the sidelines and talking to the boys.‬ ‮・I‬ll give up.‬ ‮・I can
spam	Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
ham	Left dessert. U wan me 2 go suntec look 4 u?
spam	.   We've been on the winning end of the year, so let us know your thoughts on any future matches or the next couple of days. It will be as important as you can
ham	How long do you plan to stay?
spam	Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max 
ham	I love it here. I'm gonna write it down. I'd love to go out on a date and spend an hour with you, but my schedule and
ham	Great! I have to run now so ttyl!
spam	to win the first book and a book in our first giveaway with a prize of $5.00!
ham	I'm not. She lip synced with shangela.
ham	And popping &lt;#&gt; ibuprofens was no help.
spam	. We'll go on a bit of a rampage on this, but we know you'll come back soon with other things.
ham	with us?
ham	Yo im right by yo work
ham	".  As a result, your question becomes a question you don't have a good reason to answer. Or you may simply feel embarrassed for being asked for some answers. ""Do you think"
spam	U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
ham	I want to lick your pussy now...
ham	I'm just going to go grab a drink, I'm just going to go grab a drink.
ham	"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
ham	I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham	Awesome, be there in a minute
ham	Are you ok. What happen to behave like this
ham	and make a decision, because our team wants it to happen. If I had any concerns, I'm going to do whatever it takes to make the game happen. We
ham	We're going to have a ton of fun and be around you in the afternoon.
ham	for my family and we have a bit of a conversation, so we'll start by getting a few drinks. We have a lot of people who are so interested in learning more about the Internet,
spam	and 6$, but we have already received a 10% discount. Please add $10 to your order prior to ordering. I think you will like it.
ham	Who u talking about?
ham	? What are you looking forward to? If so, what is your favorite part of this game that you want to see in this week's episode? Let us know
ham	Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
ham	Yar... I tot u knew dis would happen long ago already.
ham	! And, of course, I've got a copy and I'll update it later.
ham	But really quite funny lor wat... Then u shd haf run shorter distance wat...
ham	?   I have heard from a lot of guys on social media so I have been reading. They have been saying that they‼️re ready to have their share of the games.
ham	I notice you like looking in the shit mirror youre turning into a right freak
ham	Sac will score big hundred.he is set batsman:-)
ham	? the answer to most questions is no, it's going to be very long and it'll require a lot more of learning, so I'm not sure if you think it'll be a complete beginner
spam	I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham	I have a big meeting in August to discuss how to get me started in a few projects to make sure we get going in the next few months.
ham	Goin to workout lor... Muz lose e fats... 
ham	and watch a film about a guy named Bill. They're gonna be talking about a group of girls that has a bunch of boys on their side of the street fighting, and that guy was so stupid
ham	? Tell us your name.     We want to be a community and have a place where we can connect with other gamers. We want to be a community and have a place where
spam	your free copy of Jaws.
ham	R u saying i should re order the slippers cos i had to pay for returning it.
ham	I call you later, don't have network. If urgnt, sms me.
spam	to help us spread the word to the world. Your money will support us!
ham	with one of the biggest teams in the world.
ham	Lil fever:) now fine:)
spam	You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham	Ok thanx... Take care then...
ham	and homework...)
ham	I‘ve got some salt, you can rub it in my open wounds if you like!
ham	"If you're feeling good, get back to work on your new album, or if you're struggling with your busy schedule, be sure to hit the ""Get Me Out"" section"
ham	Full heat pa:-) i have applyed oil pa.
spam	U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription
ham	This is where I think that my weekend plan was going. I am going to do some cooking lessons for the class, then I'm going to do
ham	jay says he'll put in  &lt;#&gt;
spam	with the free Gift Certificate.
ham	"and I think you will have some sort of chat with my players.""     But it did not do enough to satisfy the demand for a dedicated, professional gamers' support."
ham	I want snow. It's just freezing and windy.
ham	Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham	I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
spam	(USD), and free shipping to the contiguous 48 contiguous states.
ham	If you r @ home then come down within 5 min
ham	Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...
ham	"and play in the kitchen.  A few minutes later, we sit down with our friends and we start to talk. ""Yeah, the first meeting of my life,"" says our roommate,"
ham	Yup. Anything lor, if u dun wan it's ok...
ham	? How are you doing today?
